Word;Translation;State
cake;кекс;0
that;то;0
exactly;точно;0
grass;трава;0
tram;трамвай;0
three;три;0
thirteen;тринадцать;0
sidewalk;тротуар;0
pipe;трубка;0
briefs;трусы;0
wc;туалет;0
blunt;"тупой, притуплять";0
pumpkin;тыква;0
heavy;тяжелый;0
aunt;тётя;0
persuade;убеждать;0
removal;удаление;0
strike;"бить, удар";0
amazing;удивительный;0
wonder;"хотеть знать";0
convenient;удобный;0
pleasure;"удовольствие, наслаждение";0
horrible;"ужасный, отвратительный";0
already;уже;0
dinner;ужин;0
narrow;узкий;0
dill;укроп;0
street;улица;0
reduce;снижать;0
intelligent;умный;0
plead;умолять;0
university;университет;0
lesson;урок;0
mustache;усы;0
effort;"усилие, старание";0
success;успех;0
tire;уставать;0
claim;"утверждать, претендовать";0
approval;одобрение;0
duck;утка;0
morning;утро;0
iron;"утюг, гладить";0
ear;ухо;0
pupil;зрачок;0
teacher;преподаватель;0
teach;учить;0
learn;выучивать;0
"last name";фамилия;0
february;февраль;0
purple;"пурпурный, фиолетовый";0
lantern;фонарь;0
camera;"камера, фотоаппарат";0
photo;фото;0
fruit;фрукты;0
bread;хлеб;0
refrigerator;холодильник;0
coldly;холодно;0
cold;простуда;0
well;колодец;0
want;хотеть;0
although;"хотя и";0
artist;художник;0
color;цвет;0
flower;цветок;0
goal;цель;0
price;цена;0
appreciate;ценить;0
tips;чаевые;0
tea;чай;0
kettle;чайник;0
hour;час;0
often;часто;0
clock;часы;0
cup;"чашка, кружка, кубок";0
suitcase;чемодан;0
through;через;0
"sweet cherry";черешня;0
blueberries;черника;0
black;черный;0
garlic;чеснок;0
honest;честный;0
thursday;четверг;0
four;четыре;0
fourteen;четырнадцать;0
clean;чистый;0
read;читать;0
feel;"трогать, щупать";0
miracle;чудо;0
cap;"кепка, шляпа, колпачок";0
scarf;шарф;0
six;шесть;0
neck;шея;0
wide;"широкий, просторный";0
school;школа;0
hat;шляпа;0
chocolate;шоколад;0
shorts;шорты;0
pants;штаны;0
blind;слепой;0
noisy;шумный;0
cheek;щека;0
screen;экран;0
this;этот;0
skirt;юбка;0
apple;яблоко;0
berry;ягода;0
language;язык;0
egg;яйцо;0
january;январь;0
furious;яростный;0
accent;акцент;0
rent;"аренда, арендовать, сдавать";0
architect;архитектор;0
butterfly;бабочка;0
basil;базилик;0
indulge;"баловать, потворствовать";0
atm;банкомат;0
bar;загораживать;0
drum;"барабан, барабанить";0
pool;бассейн;0
tower;"башня, возвышаться";0
behemoth;бегемот;0
fluently;бегло;0
disaster;бедствие;0
safe;"надёжный, защищённый";0
birch;береза;0
free;"свободный или бесплатный";0
useless;бесполезный;0
concrete;"бетон, бетонировать";0
library;библиотека;0
business;бизнес;0
turquoise;бирюзовый;0
beat;победить;0
shine;"сиять, блестить, светить";0
bean;боб;0
god;бог;0
ache;"боль, болеть";0
swamp;"болото, топь";0
chatter;"болтать, болтовня";0
patient;терпеливый;0
bracelet;браслет;0
razor;бритва;0
cowberry;брусника;0
future;"будущий, будущее";0
roll;"рулон, клубок, свиток и т. д";0
wallet;бумажник;0
accounting;бухгалтерия;0
bull;бык;0
quick;быстрый;0
bra;бюстгальтер;0
important;важный;0
vase;ваза;0
bath;ванна;0
bathroom;ванная;0
enter;войти;0
inspiration;вдохновение;0
ubiquitous;вездесущий;0
eyelid;веко;0
great;великий;0
fan;вентилятор;0
top;верх;0
branch;"филиал, ответвление";0
hanger;вешалка;0
hang;"висеть, вешать";0
things;вещи;0
mutual;взаимный;0
agitated;взволнованный;0
explosion;взрыв;0
apparent;"явный, видимый";0
whiskey;виски;0
temple;висок;0
contribution;вклад;0
taste;"вкус, иметь вкус";0
wet;"мокрый, мочить";0
power;мощность;0
intervention;вмешательство;0
suddenly;вдруг;0
sudden;внезапный;0
down;вниз;0
internal;внутренний;0
driver;драйвер;0
vodka;водка;0
compensation;возмещение;0
arise;"возникать, происходить";0
object;возражать;0
war;война;0
wave;волна;0
worry;"волновать, волноваться";0
crow;ворона;0
gate;ворота;0
"bring up";"поднять тему";0
delight;восторг;0
enthusiastic;восторженный;0
ahead;"вперёд, впереди";0
quite;"вполне или более-менее";0
enemy;враг;0
hostile;"враждебный, неприязненный";0
doctor;доктор;0
damage;"вред, повреждать";0
harmful;вредный;0
flash;"вспышка, вспыхнуть";0
second;секунда;0
outstanding;неоплаченный;0
express;выражать;0
expressive;выразительный;0
height;"высота, рост";0
exhibition;выставка;0
"go out";погаснуть;0
sluggish;вялый;0
gas;бензин;0
garage;гараж;0
wardrobe;"шкаф, гардероб";0
germany;германия;0
chief;"вождь, начальник, главный";0
